location,listing_title,price,date_created,agent_name,internal_features,external_features,nearby,link
 Mukokoa Court,5 Bed Townhouse with En Suite at Mukokoa Court,9000000.0,2023-02-28,Ring Kenya Ltd,En Suite,"Balcony, Parking, CCTV","Bus Stop, Hospital, School, Shopping Centre",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-komarock-3552375
 Nyali Area,4 Bed House in Nyali Area,70000000.0,2023-05-24,Benford Homes,nan,nan,nan,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-nyali-area-3463637
 South C,6 Bed House in South C,100000000.0,2022-11-16,Pam Golding Properties,nan,nan,nan,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-south-c-3473813
gton,5 Bed Townhouse with Garden in Lavington,55000000.0,2023-07-08,Wilnas Property Ltd,Walk In Closet,"Balcony, CCTV, Electric Fence, Garden, Parking, Staff Quarters","School, Shopping Centre",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3614163
 Loresho,4 Bed Townhouse with En Suite in Loresho,60000000.0,2023-07-07,Newpoint Properties,En Suite,"Balcony, BBQ, Garden, Parking","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-loresho-15-3597428
 Muthaiga,5 Bed House with En Suite in Muthaiga,190000000.0,2023-03-21,Fit Property,En Suite,"Garden, Parking",nan,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-muthaiga-3531772
gton,5 Bed Townhouse with En Suite in Lavington,60000000.0,2023-05-24,Splendor Holdings,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet","Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Wheelchair Access","Bus Stop, Golf Course, Scenic View,  , Hospital, School",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-2-3468019
 Kilifi County,3 Bed House with Swimming Pool in Kilifi County,65000000.0,2023-04-19,Furaha Properties,Swimming Pool,nan,nan,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kilifi-3381994
 Acacia,3 Bed House with En Suite at Acacia,6200000.0,2023-06-30,Vector Afriq Properties Ltd,"Alarm, En Suite","Parking,  Garden","Bus Stop, Shopping Centre, Hospital, School",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kitengela-2-3601160
 Ngong,3 Bed House with Garden in Ngong,5700000.0,2023-05-24,Litana Investments,"Service Charge Included, Walk In Closet","Garden, Parking","Bus Stop, Hospital, School, Shopping Centre",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ngong-3602052
gton,5 Bed Townhouse with En Suite in Lavington,55000000.0,2023-07-01,Leti Realty Limited,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet","Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Wheelchair Access","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3611760
 Shanzu,2 Bed Townhouse with Swimming Pool at Shanzu,7500000.0,2023-05-31,Benford Homes,"BBQ, Parking, Swimming Pool, Borehole, Garden",Bus Stop,nan,https://www.buyrentkenya.com/listings/2-bedroom-townhouse-for-sale-shanzu-3540760
 Kyuna,5 Bed House with En Suite in Kyuna,95000000.0,2023-06-09,Pam Golding Properties,En Suite,Parking,nan,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kyuna-3606075
 Loresho,4 Bed House with Garden at Loresho,70000000.0,2023-06-17,Savvy Caretaker,"Fibre Internet, Alarm","CCTV, Electric Fence, Garden, Staff Quarters",nan,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-loresho-3608403
e,3 Bed House with En Suite at Eden Ville Estate,24000000.0,2023-07-05,LIflac Properties,"Service Charge Included, En Suite","Balcony, Parking, Borehole, Garden, Staff Quarters, Electric Fence, CCTV","Golf Course, Scenic View, Hospital, Sea View, Shopping Centre",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kiambu-road-4-3582699
 Thika,5 Bed House with En Suite in Thika,30000000.0,2023-07-08,Pam Golding Properties,En Suite,nan,nan,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-thika-3614157
 Kilifi,4 Bed Townhouse with En Suite in Kilifi,14000000.0,2023-06-19,Allionè Real Estate,En Suite,"Balcony, Parking, Swimming Pool, Electric Fence, Garden, BBQ","Bus Stop, Hospital, Shopping Centre",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kilifi-town-1-3551909
 Runda Road,5 Bed House with En Suite at Runda Road,110000000.0,2023-06-26,Nairobi Royal Homes,"Aircon, Alarm, Service Charge Included, Walk In Closet, Backup Generator, En Suite, Fibre Internet","Wheelchair Access, Borehole, Garden, Electric Fence, Staff Quarters, CCTV, BBQ, Parking,  Balcony, Gym","Shopping Centre, Bus Stop, Hospital, School",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-1-3589452
 Near Pembroke,3 Bed House with Garden at Near Pembroke,17000000.0,2023-06-05,Ryden International,"Garden, Parking",Bus Stop,nan,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-gilgil-3578086
 Ngong,3 Bed House with En Suite in Ngong,11000000.0,2023-06-27,Leilach Properties,"En Suite, Fibre Internet","Parking, Staff Quarters","Bus Stop, Hospital, Scenic View, School",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ngong-1-3475103
 Karen,5 Bed House with En Suite in Karen,105000000.0,2023-05-24,Pam Golding Properties,"Backup Generator, En Suite",Garden,nan,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-3596908
a Road,4 Bed House with En Suite at Langata Road,18500000.0,2023-06-28,Pemukika Agency,En Suite,"Electric Fence, Garden, Parking, Balcony","Bus Stop, Hospital, School, Scenic View",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-langata-3508677
a Rongai,3 Bed House with En Suite in Ongata Rongai,7000000.0,2023-05-24,Litana Investments,"En Suite, Walk In Closet","Balcony, Garden, Parking, Staff Quarters","Bus Stop, Hospital, School, Shopping Centre",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ongata-rongai-3594176
 Anmer,4 Bed House with En Suite at Anmer,39999000.0,2023-06-06,El Roi Properties,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Serviced","Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-3569032
 Nyali Area,4 Bed House in Nyali Area,35000000.0,2022-10-31,Blue Falcon Estate Agent,nan,nan,nan,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-nyali-area-3510366
 Kiambu Road,4 Bed House with En Suite in Kiambu Road,32000000.0,2023-07-02,Exceptional Homes,"Backup Generator, Alarm, Aircon, En Suite, Fibre Internet, Walk In Closet","Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters","Bus Stop, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-3612252
 Karen Hardy,4 Bed House with En Suite in Karen Hardy,85000000.0,2023-07-01,Cloud Real Estate,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet","Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access","Bus Stop, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-hardy-3610803
gton,5 Bed Townhouse with En Suite in Lavington,82000000.0,2023-06-19,Origin Homes,"Backup Generator, En Suite, Fibre Internet","Garden, Parking, Swimming Pool","Bus Stop, Shopping Centre, Hospital, School, Golf Course",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3608645
ta Road,3 Bed Villa with En Suite at Kenyatta Road,9250000.0,2023-06-17,Property Point Urban Kenya,"Alarm, Backup Generator, En Suite, Fibre Internet, Serviced, Walk In Closet","Balcony, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Wheelchair Access","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/3-bedroom-villa-for-sale-kenyatta-road-1-3576488
 Shanzu,3 Bed Townhouse in Shanzu,40000000.0,2023-04-19,Furaha Properties,nan,nan,nan,https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-shanzu-9-3409225
 Shanzu,6 Bed House with En Suite in Shanzu,340000000.0,2023-05-24,Benford Homes,"Aircon, En Suite","Balcony, Garden, BBQ, Parking, Electric Fence, Borehole, Swimming Pool","Scenic View, Sea View",https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-shanzu-3470707
 Karen,4 Bed House with En Suite in Karen,65000000.0,2023-05-31,Glo Realtors,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Service Charge Included","BBQ, Balcony, Gym, Parking, Staff Quarters, CCTV, Electric Fence, Wheelchair Access, Borehole, Garden","Bus Stop, Golf Course, Hospital, Scenic View,  , School, Shopping Centre",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3585489
 Five Star Paradise,3 Bed House at Five Star Paradise,29700000.0,2023-05-24,Coral Property International Ltd,nan,nan,nan,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kiambu-road-1-3389828
 Juja Farm Road,3 Bed House with En Suite at Juja Farm Road,8800000.0,2023-06-12,TERRYNIA HOMES,"Alarm, En Suite, Fibre Internet, Walk In Closet, Service Charge Included","Electric Fence, Garden, Parking, Staff Quarters, Wheelchair Access","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-juja-3605278
a Rongai,6 Bed Villa with En Suite in Ongata Rongai,35000000.0,2023-06-23,Landmark Top Solutions,"Walk In Closet, En Suite","Parking, Staff Quarters, Garden, Balcony","Hospital, Scenic View, Shopping Centre, Bus Stop",https://www.buyrentkenya.com/listings/6-bedroom-villa-for-sale-ongata-rongai-3610242
 Convent Drive Lavington,5 Bed Townhouse with En Suite at Convent Drive Lavington,45850000.0,2023-06-25,Lavington Property Management,"Alarm, En Suite, Fibre Internet, Walk In Closet","Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters","Bus Stop, Hospital, School, Shopping Centre",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-1-3557399
 Westlands Area,5 Bed House in Westlands Area,38000000.0,2023-06-05,TOK REALTY LIMITED,"Wheelchair Access, Parking, Electric Fence, Staff Quarters","Bus Stop, Hospital, School, Shopping Centre",nan,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-westlands-area-3604866
 Off Nairobi Namanga Road,4 Bed House with En Suite at Off Nairobi Namanga Road,10000000.0,2023-05-09,Regent Management Ltd,"Walk In Closet, En Suite","Balcony, Parking, Borehole",School,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kitengela-5-3504727
 Kitengela,3 Bed House in Kitengela,6500000.0,2023-06-29,Blu cherryDUPLICATE,Fibre Internet,Parking,"Hospital, School, Bus Stop, Shopping Centre",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kitengela-1-3571677
 Syokimau,4 Bed House with Garden in Syokimau,15500000.0,2023-05-24,Litana Investments,Walk In Closet,"Balcony, Electric Fence, Borehole, Garden, Parking, Wheelchair Access","Bus Stop, Hospital, School, Shopping Centre",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-syokimau-3597069
 On Your Way To Githunguri,3 Bed House with En Suite at On Your Way To Githunguri,9250000.0,2023-05-09,Queen Koki Homes,"En Suite, Serviced,  , Walk In Closet, Alarm","Balcony, CCTV, Borehole, Garden, Gym,  Parking, Electric Fence, Swimming Pool, Wheelchair Access, Staff Quarters, BBQ","Bus Stop, Scenic View, Hospital, School, Shopping Centre",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ruiru-3571602
e,3 Bed House with En Suite at Fourways Junction Estate,25000000.0,2023-06-16,Apogee Realty Homes,"Backup Generator, En Suite, Fibre Internet","Parking, Staff Quarters, Electric Fence, Swimming Pool, Wheelchair Access, Borehole, Garden","Bus Stop, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kiambu-road-1-3562156
 Kilimani,4 Bed Townhouse with En Suite in Kilimani,38000000.0,2023-06-29,Sphere Real Estate,"En Suite, Fibre Internet","Garden, Parking, Staff Quarters, Wheelchair Access","Bus Stop, School, Shopping Centre",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kilimani-3611450
 Mutalia Kagundo Road,4 Bed Townhouse with En Suite at Mutalia Kagundo Road,10000000.0,2023-05-31,Utugi Homes,"En Suite, Fibre Internet, Serviced, Walk In Closet","Balcony, Electric Fence, Borehole, Garden, Gym, Parking, Wheelchair Access","Bus Stop, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-joska-3603970
 Nyali,6 Bed House with En Suite at Nyali,78000000.0,2023-05-24,Benford Homes,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, Walk In Closet","Parking, Balcony, BBQ, CCTV, Staff Quarters, Electric Fence, Swimming Pool, Borehole, Wheelchair Access, Garden","Shopping Centre, Golf Course, Hospital, Scenic View, School",https://www.buyrentkenya.com/listings/furnished-6-bedroom-house-for-sale-nyali-area-3591284
gton,4 Bed House with En Suite in Lavington,48000000.0,2023-02-28,Ring Kenya Ltd,"En Suite, Walk In Closet","Balcony, Gym, Staff Quarters, Borehole, Parking","Bus Stop, Hospital, School",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-lavington-16-3433801
 Karen,6 Bed Villa with En Suite in Karen,150000000.0,2023-06-05,Sky Limits Ventures,"En Suite, Walk In Closet","Balcony, Gym, Parking, CCTV, Staff Quarters, Swimming Pool, Electric Fence, Borehole, Garden",Scenic View,https://www.buyrentkenya.com/listings/6-bedroom-villa-for-sale-karen-3604049
 Yukos,3 Bed House with En Suite at Yukos,6500000.0,2023-06-30,Vector Afriq Properties Ltd,"En Suite, Fibre Internet, Alarm","Parking, Garden","Bus Stop, Shopping Centre, School",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kitengela-2-3601149
 Malindi.,1 Bed House with En Suite at Malindi.,4450000.0,2023-07-08,Ace Realtors Limited,"Aircon, Alarm, Service Charge Included, Walk In Closet, En Suite, Fibre Internet","Balcony, Parking, BBQ, CCTV, Electric Fence, Swimming Pool, Wheelchair Access","Bus Stop, Shopping Centre, Hospital, Scenic View, School",https://www.buyrentkenya.com/listings/1-bedroom-house-for-sale-malindi-3612397
 Acacia,5 Bed House with En Suite at Acacia,11000000.0,2023-06-27,Blu cherryDUPLICATE,"Alarm,  , Fibre Internet, En Suite","Parking, Borehole, Garden","Hospital, Bus Stop, Shopping Centre, School",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kitengela-1-3601170
 Nyali,5 Bed House with En Suite at Nyali,25000000.0,2023-06-13,Sky Miles Properties,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Serviced, Walk In Closet","Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-nyali-area-1-3575842
gton,4 Bed Townhouse with En Suite in Lavington,68000000.0,2023-06-19,Ocean Oasis,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included","Balcony, Gym, BBQ, Parking, CCTV, Staff Quarters, Electric Fence, Garden, Borehole, Wheelchair Access","Bus Stop, Shopping Centre, Hospital, Scenic View, School",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-1-3560015
 Malindi,3 Bed House with En Suite at Malindi,12850000.0,2023-06-19,Palmville Realtors,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Serviced, Service Charge Included, Walk In Closet","Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking","Bus Stop, Hospital, Scenic View, Sea View, Shopping Centre, School, Golf Course",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-malindi-3605028
 Kitengela,3 Bed House in Kitengela,6000000.0,2023-06-29,Blu cherryDUPLICATE,Parking,"School, Shopping Centre, Bus Stop",nan,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kitengela-3560640
 Karen,4 Bed House with En Suite in Karen,67000000.0,2023-05-23,Prime Plush Properties,En Suite,"Balcony, Parking, Borehole, Garden, Staff Quarters","Bus Stop, Shopping Centre,  , Golf Course, Hospital, School",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3576885
gton,5 Bed Villa in Lavington,95000000.0,2023-07-07,Coral Property International Ltd,nan,nan,nan,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3604240
 Convent Drive Lavington,4 Bed Townhouse with En Suite at Convent Drive Lavington,48000000.0,2023-06-25,Lavington Property Management,"Alarm, En Suite, Fibre Internet","Balcony, Electric Fence, CCTV, Garden, Parking, Staff Quarters","Bus Stop, Hospital, School",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-1-3557195
e,3 Bed House with En Suite at Guango East Estate,8500000.0,2023-07-03,Mahalo Properties Limited,"En Suite, Fibre Internet","Garden, Wheelchair Access, Parking","Bus Stop, Golf Course, Hospital, Scenic View",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ruaka-3516606
 Ngong Road,4 Bed Townhouse with En Suite at Ngong Road,25000000.0,2023-06-22,Ngong Hills Agency,"En Suite, Fibre Internet, Walk In Closet","Balcony, Parking, Garden","Bus Stop, Shopping Centre, Scenic View, Hospital, School",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-ngong-3609679
 Kiambu Road,4 Bed Townhouse with En Suite in Kiambu Road,39000000.0,2023-07-03,Ge-Mac Property Solutions,"Alarm, Backup Generator, En Suite, Fibre Internet","Balcony, BBQ, Parking, Staff Quarters, CCTV, Gym, Swimming Pool, Electric Fence, Borehole, Wheelchair Access, Garden","Bus Stop, Shopping Centre, Hospital, Scenic View, School",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3612614
